date,year_month,year,month,weekday,upi_volume_lakh,upi_value_crore,upi_volume,upi_value_rupees
2022-02-15,2022-02,2022,2,Tuesday,1649.61,31888.77,164961000.0,318887700000.0
2022-02-16,2022-02,2022,2,Wednesday,1653.18,30212.49,165318000.0,302124900000.0
2022-02-17,2022-02,2022,2,Thursday,1599.93,29053.85,159993000.0,290538500000.0
2022-02-18,2022-02,2022,2,Friday,1610.88,27226.8,161088000.0,272268000000.0
2022-02-19,2022-02,2022,2,Saturday,1558.32,25778.25,155832000.0,257782500000.0
2022-02-20,2022-02,2022,2,Sunday,1549.44,21128.33,154944000.0,211283300000.00003
2022-02-21,2022-02,2022,2,Monday,1578.14,29480.41,157814000.0,294804100000.0
2022-02-22,2022-02,2022,2,Tuesday,1474.01,27023.99,147401000.0,270239900000.00003
2022-02-23,2022-02,2022,2,Wednesday,1421.16,24444.21,142116000.0,244442100000.0
2022-02-24,2022-02,2022,2,Thursday,1679.23,32003.16,167923000.0,320031600000.0
2022-02-25,2022-02,2022,2,Friday,1599.27,29271.51,159927000.0,292715100000.0
2022-02-26,2022-02,2022,2,Saturday,1606.8,26149.22,160680000.0,261492200000.0
2022-02-27,2022-02,2022,2,Sunday,1572.88,21228.83,157288000.0,212288300000.00003
2022-02-28,2022-02,2022,2,Monday,1594.07,34896.42,159407000.0,348964200000.0
2022-03-01,2022-03,2022,3,Tuesday,1711.64,33758.22,171164000.0,337582200000.0
2022-03-02,2022-03,2022,3,Wednesday,1794.57,37033.35,179457000.0,370333500000.0
2022-03-03,2022-03,2022,3,Thursday,1794.51,36252.3,179451000.0,362523000000.0
2022-03-04,2022-03,2022,3,Friday,1779.04,35210.29,177904000.0,352102900000.0
2022-03-05,2022-03,2022,3,Saturday,1840.21,35370.65,184021000.0,353706500000.0
2022-03-06,2022-03,2022,3,Sunday,1725.69,26113.76,172569000.0,261137599999.99997
2022-03-07,2022-03,2022,3,Monday,1817.79,37285.22,181779000.0,372852200000.0
2022-03-08,2022-03,2022,3,Tuesday,1793.65,34545.89,179365000.0,345458900000.0
2022-03-09,2022-03,2022,3,Wednesday,1808.25,34882.05,180825000.0,348820500000.0
2022-03-10,2022-03,2022,3,Thursday,1815.4,34890.75,181540000.0,348907500000.0
2022-03-11,2022-03,2022,3,Friday,1783.45,32377.05,178345000.0,323770500000.0
2022-03-12,2022-03,2022,3,Saturday,1765.19,29318.33,176519000.0,293183300000.0
2022-03-13,2022-03,2022,3,Sunday,1704.03,23152.81,170403000.0,231528100000.0
2022-03-14,2022-03,2022,3,Monday,1774.35,33957.67,177435000.0,339576700000.0
2022-03-15,2022-03,2022,3,Tuesday,1766.92,33340.64,176692000.0,333406400000.0
2022-03-16,2022-03,2022,3,Wednesday,1804.56,33221.88,180456000.0,332218800000.0
2022-03-17,2022-03,2022,3,Thursday,1807.54,31166.73,180754000.0,311667300000.0
2022-03-18,2022-03,2022,3,Friday,1489.27,18869.04,148927000.0,188690400000.0
2022-03-19,2022-03,2022,3,Saturday,1644.78,25247.27,164478000.0,252472700000.0
2022-03-20,2022-03,2022,3,Sunday,1588.62,21237.31,158862000.0,212373100000.0
2022-03-21,2022-03,2022,3,Monday,1722.99,31841.8,172299000.0,318418000000.0
2022-03-22,2022-03,2022,3,Tuesday,1673.03,29566.9,167303000.0,295669000000.0
2022-03-23,2022-03,2022,3,Wednesday,1698.64,29859.79,169864000.0,298597900000.0
2022-03-24,2022-03,2022,3,Thursday,1695.82,29588.27,169582000.0,295882700000.0
2022-03-25,2022-03,2022,3,Friday,1709.3,29741.97,170930000.0,297419700000.0
2022-03-26,2022-03,2022,3,Saturday,1760.5,27909.08,176050000.0,279090800000.0
2022-03-27,2022-03,2022,3,Sunday,1708.97,21937.12,170897000.0,219371200000.0
2022-03-28,2022-03,2022,3,Monday,1713.71,30755.25,171371000.0,307552500000.0
2022-03-29,2022-03,2022,3,Tuesday,1716.2,29737.75,171620000.0,297377500000.0
2022-03-30,2022-03,2022,3,Wednesday,1771.98,33222.54,177198000.0,332225400000.0
2022-03-31,2022-03,2022,3,Thursday,1875.91,39189.99,187591000.0,391899900000.0
2022-04-01,2022-04,2022,4,Friday,1759.96,31501.34,175996000.0,315013400000.0
2022-04-02,2022-04,2022,4,Saturday,1904.37,34305.57,190437000.0,343055700000.0
2022-04-03,2022-04,2022,4,Sunday,1816.66,28996.32,181666000.0,289963200000.0
2022-04-04,2022-04,2022,4,Monday,1932.97,41530.22,193297000.0,415302200000.0
2022-04-05,2022-04,2022,4,Tuesday,1934.18,39370.19,193418000.0,393701900000.0
2022-04-06,2022-04,2022,4,Wednesday,1892.45,37401.11,189245000.0,374011100000.0
2022-04-07,2022-04,2022,4,Thursday,1924.91,37184.6,192491000.0,371846000000.0
2022-04-08,2022-04,2022,4,Friday,1915.95,35133.63,191595000.0,351336300000.0
2022-04-09,2022-04,2022,4,Saturday,1963.77,33429.07,196377000.0,334290700000.0
2022-04-10,2022-04,2022,4,Sunday,1829.57,26380.29,182957000.0,263802900000.0
2022-04-11,2022-04,2022,4,Monday,1920.92,37147.71,192092000.0,371477100000.0
2022-04-12,2022-04,2022,4,Tuesday,1934.32,36141.16,193432000.0,361411600000.00006
2022-04-13,2022-04,2022,4,Wednesday,1959.35,35735.22,195935000.0,357352200000.0
2022-04-14,2022-04,2022,4,Thursday,1854.34,30183.26,185434000.0,301832600000.0
2022-04-15,2022-04,2022,4,Friday,1807.44,28138.64,180744000.0,281386400000.0
2022-04-16,2022-04,2022,4,Saturday,1847.21,30322.18,184721000.0,303221800000.0
2022-04-17,2022-04,2022,4,Sunday,1776.11,23899.87,177611000.0,238998700000.0
2022-04-18,2022-04,2022,4,Monday,1847.09,34476.4,184709000.0,344764000000.0
2022-04-19,2022-04,2022,4,Tuesday,1848.4,33348.27,184840000.0,333482699999.99994
2022-04-20,2022-04,2022,4,Wednesday,1863.96,33512.38,186396000.0,335123800000.0
2022-04-21,2022-04,2022,4,Thursday,1833.63,31649.72,183363000.0,316497200000.0
2022-04-22,2022-04,2022,4,Friday,1841.32,30687.21,184132000.0,306872100000.0
2022-04-23,2022-04,2022,4,Saturday,1830.43,28361.39,183043000.0,283613900000.0
2022-04-24,2022-04,2022,4,Sunday,1679.09,22341.42,167909000.0,223414199999.99997
2022-04-25,2022-04,2022,4,Monday,1821.6,33631.18,182160000.0,336311800000.0
2022-04-26,2022-04,2022,4,Tuesday,1820.41,32293.94,182041000.0,322939400000.0
2022-04-27,2022-04,2022,4,Wednesday,1832.81,32147.43,183281000.0,321474300000.0
2022-04-28,2022-04,2022,4,Thursday,1814.81,31645.31,181481000.0,316453100000.0
2022-04-29,2022-04,2022,4,Friday,1849.56,34089.13,184956000.0,340891300000.0
2022-04-30,2022-04,2022,4,Saturday,1986.29,38589.29,198629000.0,385892900000.0
2022-05-01,2022-05,2022,5,Sunday,2053.98,35380.47,205398000.0,353804700000.0
2022-05-02,2022-05,2022,5,Monday,2082.15,43127.73,208215000.0,431277300000.00006
2022-05-03,2022-05,2022,5,Tuesday,1861.51,32528.65,186151000.0,325286500000.0
2022-05-04,2022-05,2022,5,Wednesday,1944.96,39142.74,194496000.0,391427400000.0
2022-05-05,2022-05,2022,5,Thursday,1995.45,40116.7,199545000.0,401167000000.0
2022-05-06,2022-05,2022,5,Friday,1972.09,38218.9,197209000.0,382189000000.0
2022-05-07,2022-05,2022,5,Saturday,2060.59,37753.22,206059000.0,377532200000.0
2022-05-08,2022-05,2022,5,Sunday,1954.13,28907.36,195413000.0,289073600000.0
2022-05-09,2022-05,2022,5,Monday,1994.1,39710.68,199410000.0,397106800000.0
2022-05-10,2022-05,2022,5,Tuesday,1942.99,37570.27,194299000.0,375702699999.99994
2022-05-11,2022-05,2022,5,Wednesday,1974.23,36863.35,197423000.0,368633500000.0
2022-05-12,2022-05,2022,5,Thursday,1848.24,33771.63,184824000.0,337716300000.0
2022-05-13,2022-05,2022,5,Friday,1943.36,37429.32,194336000.0,374293200000.0
2022-05-14,2022-05,2022,5,Saturday,1927.89,31230.91,192789000.0,312309100000.0
2022-05-15,2022-05,2022,5,Sunday,1884.54,25653.0,188454000.0,256530000000.0
2022-05-16,2022-05,2022,5,Monday,1887.69,33249.98,188769000.0,332499800000.00006
2022-05-17,2022-05,2022,5,Tuesday,1872.92,33295.35,187292000.0,332953500000.0
2022-05-18,2022-05,2022,5,Wednesday,1949.01,34027.49,194901000.0,340274900000.0
2022-05-19,2022-05,2022,5,Thursday,1901.9,32947.73,190190000.0,329477300000.00006
2022-05-20,2022-05,2022,5,Friday,1900.24,31912.52,190024000.0,319125200000.0
2022-05-21,2022-05,2022,5,Saturday,1898.0,30865.04,189800000.0,308650400000.0
2022-05-22,2022-05,2022,5,Sunday,1826.09,23763.95,182609000.0,237639500000.0
2022-05-23,2022-05,2022,5,Monday,1870.32,32828.94,187032000.0,328289400000.0
2022-05-24,2022-05,2022,5,Tuesday,1890.05,31870.42,189005000.0,318704200000.0
2022-05-25,2022-05,2022,5,Wednesday,1883.82,31845.24,188382000.0,318452400000.0
2022-05-26,2022-05,2022,5,Thursday,1846.09,31197.03,184609000.0,311970300000.0
2022-05-27,2022-05,2022,5,Friday,1834.86,29522.85,183486000.0,295228500000.0
2022-05-28,2022-05,2022,5,Saturday,1860.93,29069.75,186093000.0,290697500000.0
2022-05-29,2022-05,2022,5,Sunday,1852.2,23047.36,185220000.0,230473600000.0
2022-05-30,2022-05,2022,5,Monday,1836.45,33628.62,183645000.0,336286200000.0
2022-05-31,2022-05,2022,5,Tuesday,1912.11,39743.33,191211000.0,397433300000.0
2022-06-01,2022-06,2022,6,Wednesday,1976.68,42008.82,197668000.0,420088200000.0
2022-06-02,2022-06,2022,6,Thursday,2186.08,43887.84,218608000.0,438878399999.99994
2022-06-03,2022-06,2022,6,Friday,2050.04,38200.28,205004000.0,382002800000.0
2022-06-04,2022-06,2022,6,Saturday,1859.27,35010.94,185927000.0,350109400000.0
2022-06-05,2022-06,2022,6,Sunday,2222.02,34073.12,222202000.0,340731200000.0
2022-06-06,2022-06,2022,6,Monday,2020.38,39158.04,202038000.0,391580400000.0
2022-06-07,2022-06,2022,6,Tuesday,1995.9,37704.57,199590000.0,377045700000.0
2022-06-08,2022-06,2022,6,Wednesday,2146.97,38922.92,214696999.99999997,389229200000.0
2022-06-09,2022-06,2022,6,Thursday,2042.38,36686.89,204238000.0,366868900000.0
2022-06-10,2022-06,2022,6,Friday,2021.75,36538.99,202175000.0,365389900000.0
2022-06-11,2022-06,2022,6,Saturday,2037.13,33508.5,203713000.0,335085000000.0
2022-06-12,2022-06,2022,6,Sunday,1952.53,26074.45,195253000.0,260744500000.0
2022-06-13,2022-06,2022,6,Monday,2006.68,37447.27,200668000.0,374472699999.99994
2022-06-14,2022-06,2022,6,Tuesday,1986.69,34441.89,198669000.0,344418900000.0
2022-06-15,2022-06,2022,6,Wednesday,2040.5,35105.4,204050000.0,351054000000.0
2022-06-16,2022-06,2022,6,Thursday,2017.36,34093.76,201736000.0,340937600000.0
2022-06-17,2022-06,2022,6,Friday,1962.92,32304.39,196292000.0,323043900000.0
2022-06-18,2022-06,2022,6,Saturday,1818.97,29385.68,181897000.0,293856800000.0
2022-06-19,2022-06,2022,6,Sunday,1670.82,22291.5,167082000.0,222915000000.0
2022-06-20,2022-06,2022,6,Monday,1878.08,34282.55,187808000.0,342825500000.0
2022-06-21,2022-06,2022,6,Tuesday,1904.54,32914.38,190454000.0,329143800000.0
2022-06-22,2022-06,2022,6,Wednesday,1885.5,31969.65,188550000.0,319696500000.0
2022-06-23,2022-06,2022,6,Thursday,1854.26,30994.9,185426000.0,309949000000.0
2022-06-24,2022-06,2022,6,Friday,1904.89,31022.28,190489000.0,310222800000.0
2022-06-25,2022-06,2022,6,Saturday,1898.02,29437.83,189802000.0,294378300000.0
2022-06-26,2022-06,2022,6,Sunday,1865.08,23014.68,186508000.0,230146800000.0
2022-06-27,2022-06,2022,6,Monday,1908.78,33292.2,190878000.0,332922000000.0
2022-06-28,2022-06,2022,6,Tuesday,1865.29,31372.09,186529000.0,313720900000.0
2022-06-29,2022-06,2022,6,Wednesday,1850.76,32020.73,185076000.0,320207300000.0
2022-06-30,2022-06,2022,6,Thursday,1798.81,37246.08,179881000.0,372460800000.0
2022-07-01,2022-07,2022,7,Friday,2110.38,43831.02,211038000.0,438310199999.99994
2022-07-02,2022-07,2022,7,Saturday,2134.15,42108.81,213415000.0,421088100000.0
2022-07-03,2022-07,2022,7,Sunday,2049.51,32114.33,204951000.00000003,321143300000.0
2022-07-04,2022-07,2022,7,Monday,2093.17,42995.32,209317000.0,429953200000.0
2022-07-05,2022-07,2022,7,Tuesday,2077.94,41456.59,207794000.0,414565899999.99994
2022-07-06,2022-07,2022,7,Wednesday,2093.44,39822.21,209344000.0,398222100000.0
2022-07-07,2022-07,2022,7,Thursday,2120.26,39624.23,212026000.00000003,396242300000.00006
2022-07-08,2022-07,2022,7,Friday,2079.58,37817.79,207958000.0,378177900000.0
2022-07-09,2022-07,2022,7,Saturday,2100.71,35896.16,210071000.0,358961600000.00006
2022-07-10,2022-07,2022,7,Sunday,1932.44,26632.94,193244000.0,266329400000.0
2022-07-11,2022-07,2022,7,Monday,2000.96,37142.02,200096000.0,371420199999.99994
2022-07-12,2022-07,2022,7,Tuesday,2011.21,35038.16,201121000.0,350381600000.00006
2022-07-13,2022-07,2022,7,Wednesday,1989.5,34242.77,198950000.0,342427699999.99994
2022-07-14,2022-07,2022,7,Thursday,2023.58,34743.09,202358000.0,347430899999.99994
2022-07-15,2022-07,2022,7,Friday,2019.0,33702.42,201900000.0,337024200000.0
2022-07-16,2022-07,2022,7,Saturday,2013.56,32704.58,201356000.0,327045800000.0
2022-07-17,2022-07,2022,7,Sunday,1975.48,25086.78,197548000.0,250867800000.0
2022-07-18,2022-07,2022,7,Monday,1980.21,33652.23,198021000.0,336522300000.00006
2022-07-19,2022-07,2022,7,Tuesday,1997.15,32665.89,199715000.0,326658900000.0
2022-07-20,2022-07,2022,7,Wednesday,2060.07,34113.78,206007000.00000003,341137800000.0
2022-07-21,2022-07,2022,7,Thursday,1995.59,32083.3,199559000.0,320833000000.0
2022-07-22,2022-07,2022,7,Friday,1984.87,30587.13,198487000.0,305871300000.0
2022-07-23,2022-07,2022,7,Saturday,1961.15,29270.86,196115000.0,292708600000.0
2022-07-24,2022-07,2022,7,Sunday,1922.39,23283.4,192239000.0,232834000000.0
2022-07-25,2022-07,2022,7,Monday,1963.87,33362.36,196387000.0,333623600000.0
2022-07-26,2022-07,2022,7,Tuesday,1951.14,31535.55,195114000.0,315355500000.0
2022-07-27,2022-07,2022,7,Wednesday,2030.82,32141.8,203082000.0,321418000000.0
2022-07-28,2022-07,2022,7,Thursday,1971.07,31311.84,197107000.0,313118400000.0
2022-07-29,2022-07,2022,7,Friday,2039.83,35222.25,203983000.0,352222500000.0
2022-07-30,2022-07,2022,7,Saturday,2132.19,38375.84,213219000.0,383758399999.99994
2022-07-31,2022-07,2022,7,Sunday,2078.18,30551.59,207817999.99999997,305515900000.0
2022-08-01,2022-08,2022,8,Monday,2171.27,43568.17,217127000.0,435681700000.0
2022-08-02,2022-08,2022,8,Tuesday,2231.53,42085.99,223153000.00000003,420859900000.0
2022-08-03,2022-08,2022,8,Wednesday,2115.76,38693.87,211576000.00000003,386938700000.0
2022-08-04,2022-08,2022,8,Thursday,2168.76,40079.82,216876000.00000003,400798200000.0
2022-08-05,2022-08,2022,8,Friday,2048.27,35859.8,204827000.0,358598000000.0
2022-08-06,2022-08,2022,8,Saturday,2254.73,39064.52,225473000.0,390645199999.99994
2022-08-07,2022-08,2022,8,Sunday,2124.83,29906.75,212483000.0,299067500000.0
2022-08-08,2022-08,2022,8,Monday,2162.0,39627.08,216200000.0,396270800000.0
2022-08-09,2022-08,2022,8,Tuesday,2104.64,34997.87,210464000.0,349978700000.0
2022-08-10,2022-08,2022,8,Wednesday,2258.23,41043.38,225823000.0,410433800000.0
2022-08-11,2022-08,2022,8,Thursday,2258.37,36349.91,225837000.0,363499100000.00006
2022-08-12,2022-08,2022,8,Friday,2094.52,33508.36,209452000.0,335083600000.0
2022-08-13,2022-08,2022,8,Saturday,2087.53,32266.78,208753000.00000003,322667800000.0
2022-08-14,2022-08,2022,8,Sunday,1992.48,25307.67,199248000.0,253076699999.99997
2022-08-15,2022-08,2022,8,Monday,1946.64,25414.14,194664000.0,254141400000.0
2022-08-16,2022-08,2022,8,Tuesday,2087.37,35358.46,208737000.0,353584600000.0
2022-08-17,2022-08,2022,8,Wednesday,2134.04,36034.3,213404000.0,360343000000.0
2022-08-18,2022-08,2022,8,Thursday,2145.22,35365.86,214521999.99999997,353658600000.0
2022-08-19,2022-08,2022,8,Friday,2072.71,31204.93,207271000.0,312049300000.0
2022-08-20,2022-08,2022,8,Saturday,2103.98,33072.27,210398000.0,330722699999.99994
2022-08-21,2022-08,2022,8,Sunday,2012.59,25174.59,201259000.0,251745900000.0
2022-08-22,2022-08,2022,8,Monday,2098.1,35304.68,209810000.0,353046800000.0
2022-08-23,2022-08,2022,8,Tuesday,2065.06,33735.52,206506000.0,337355199999.99994
2022-08-24,2022-08,2022,8,Wednesday,2082.78,33988.13,208278000.00000003,339881300000.0
2022-08-25,2022-08,2022,8,Thursday,2106.28,34666.38,210628000.00000003,346663800000.0
2022-08-26,2022-08,2022,8,Friday,2051.4,32104.76,205140000.0,321047600000.0
2022-08-27,2022-08,2022,8,Saturday,2146.53,31003.69,214653000.00000003,310036900000.0
2022-08-28,2022-08,2022,8,Sunday,2133.36,24581.62,213336000.0,245816200000.0
2022-08-29,2022-08,2022,8,Monday,2138.82,36565.66,213882000.00000003,365656600000.00006
2022-08-30,2022-08,2022,8,Tuesday,2255.78,40909.83,225578000.00000003,409098300000.0
2022-08-31,2022-08,2022,8,Wednesday,2165.48,36317.38,216548000.0,363173800000.0
2022-09-01,2022-09,2022,9,Thursday,2312.02,46102.69,231202000.0,461026900000.0
2022-09-02,2022-09,2022,9,Friday,2344.38,42755.56,234438000.0,427555600000.0
2022-09-03,2022-09,2022,9,Saturday,2343.42,41387.77,234342000.0,413877699999.99994
2022-09-04,2022-09,2022,9,Sunday,2222.1,32092.83,222210000.0,320928300000.0
2022-09-05,2022-09,2022,9,Monday,2321.17,44581.11,232117000.0,445811100000.0
2022-09-06,2022-09,2022,9,Tuesday,2288.42,41284.01,228842000.0,412840100000.0
2022-09-07,2022-09,2022,9,Wednesday,2298.87,41648.13,229887000.0,416481300000.0
2022-09-08,2022-09,2022,9,Thursday,2269.81,39016.03,226981000.0,390160300000.0
2022-09-09,2022-09,2022,9,Friday,2220.49,37027.98,222048999.99999997,370279800000.00006
2022-09-10,2022-09,2022,9,Saturday,2249.38,36076.21,224938000.0,360762100000.0
2022-09-11,2022-09,2022,9,Sunday,2222.64,28818.13,222264000.0,288181300000.0
2022-09-12,2022-09,2022,9,Monday,2242.62,39419.29,224262000.0,394192900000.0
2022-09-13,2022-09,2022,9,Tuesday,2219.11,37206.64,221911000.0,372066400000.0
2022-09-14,2022-09,2022,9,Wednesday,2253.62,37938.12,225362000.0,379381200000.0
2022-09-15,2022-09,2022,9,Thursday,2245.68,37563.76,224567999.99999997,375637600000.0
2022-09-16,2022-09,2022,9,Friday,2255.26,36237.8,225526000.00000003,362378000000.0
2022-09-17,2022-09,2022,9,Saturday,2267.25,33100.06,226725000.0,331000600000.0
2022-09-18,2022-09,2022,9,Sunday,2140.49,25809.84,214048999.99999997,258098400000.0
2022-09-19,2022-09,2022,9,Monday,2203.34,36275.55,220334000.0,362755500000.0
2022-09-20,2022-09,2022,9,Tuesday,2222.49,35652.81,222248999.99999997,356528100000.0
2022-09-21,2022-09,2022,9,Wednesday,2222.64,35651.91,222264000.0,356519100000.00006
2022-09-22,2022-09,2022,9,Thursday,2253.65,37245.02,225365000.0,372450199999.99994
2022-09-23,2022-09,2022,9,Friday,2240.82,35202.31,224082000.00000003,352023100000.0
2022-09-24,2022-09,2022,9,Saturday,2254.85,33468.05,225485000.0,334680500000.0
2022-09-25,2022-09,2022,9,Sunday,2224.62,26617.01,222462000.0,266170099999.99997
2022-09-26,2022-09,2022,9,Monday,2264.06,38681.13,226406000.0,386811300000.0
2022-09-27,2022-09,2022,9,Tuesday,2243.49,37077.33,224348999.99999997,370773300000.0
2022-09-28,2022-09,2022,9,Wednesday,2294.03,37494.05,229403000.00000003,374940500000.0
2022-09-29,2022-09,2022,9,Thursday,2261.41,38173.16,226141000.0,381731600000.00006
2022-09-30,2022-09,2022,9,Friday,2405.86,46833.8,240586000.0,468338000000.0
2022-10-01,2022-10,2022,10,Saturday,2586.47,50382.75,258646999.99999997,503827500000.0
2022-10-02,2022-10,2022,10,Sunday,2483.64,39039.52,248364000.0,390395199999.99994
2022-10-03,2022-10,2022,10,Monday,2480.21,47218.26,248021000.0,472182600000.0
2022-10-04,2022-10,2022,10,Tuesday,2396.9,42082.91,239690000.0,420829100000.00006
2022-10-05,2022-10,2022,10,Wednesday,2272.01,34258.45,227201000.00000003,342584500000.0
2022-10-06,2022-10,2022,10,Thursday,2331.47,41501.46,233146999.99999997,415014600000.0
2022-10-07,2022-10,2022,10,Friday,2329.71,41204.09,232971000.0,412040899999.99994
2022-10-08,2022-10,2022,10,Saturday,2365.74,39710.25,236573999.99999997,397102500000.0
2022-10-09,2022-10,2022,10,Sunday,2290.61,32190.94,229061000.0,321909400000.0
2022-10-10,2022-10,2022,10,Monday,2410.02,47027.29,241002000.0,470272900000.0
2022-10-11,2022-10,2022,10,Tuesday,2434.91,43642.01,243491000.0,436420100000.0
2022-10-12,2022-10,2022,10,Wednesday,2450.81,42412.68,245081000.0,424126800000.0
2022-10-13,2022-10,2022,10,Thursday,2399.86,40387.93,239986000.0,403879300000.0
2022-10-14,2022-10,2022,10,Friday,2352.74,38748.95,235273999.99999997,387489500000.0
2022-10-15,2022-10,2022,10,Saturday,2416.34,39499.74,241634000.0,394997400000.0
2022-10-16,2022-10,2022,10,Sunday,2384.85,31327.83,238485000.0,313278300000.0
2022-10-17,2022-10,2022,10,Monday,2357.07,40125.1,235707000.00000003,401251000000.0
2022-10-18,2022-10,2022,10,Tuesday,2402.64,39917.14,240264000.0,399171400000.0
2022-10-19,2022-10,2022,10,Wednesday,2458.66,40856.85,245866000.0,408568500000.0
2022-10-20,2022-10,2022,10,Thursday,2427.04,42218.85,242704000.0,422188500000.0
2022-10-21,2022-10,2022,10,Friday,2514.0,44598.12,251400000.0,445981200000.0
2022-10-22,2022-10,2022,10,Saturday,2608.12,44832.58,260812000.0,448325800000.0
2022-10-23,2022-10,2022,10,Sunday,2520.11,36622.22,252011000.0,366222200000.0
2022-10-24,2022-10,2022,10,Monday,2233.28,27690.79,223328000.00000003,276907900000.0
2022-10-25,2022-10,2022,10,Tuesday,1988.31,29351.82,198831000.0,293518200000.0
2022-10-26,2022-10,2022,10,Wednesday,2144.52,32555.4,214452000.0,325554000000.0
2022-10-27,2022-10,2022,10,Thursday,2149.57,34451.97,214957000.00000003,344519700000.0
2022-10-28,2022-10,2022,10,Friday,2162.42,36086.52,216242000.0,360865199999.99994
2022-10-29,2022-10,2022,10,Saturday,2208.1,36208.01,220810000.0,362080100000.0
2022-10-30,2022-10,2022,10,Sunday,2172.95,28111.77,217294999.99999997,281117700000.0
2022-10-31,2022-10,2022,10,Monday,2321.13,47325.3,232113000.0,473253000000.0
2022-11-01,2022-11,2022,11,Tuesday,2494.4,50700.08,249440000.0,507000800000.0
2022-11-02,2022-11,2022,11,Wednesday,2500.21,47432.82,250021000.0,474328200000.0
2022-11-03,2022-11,2022,11,Thursday,2434.82,45208.17,243482000.00000003,452081700000.0
2022-11-04,2022-11,2022,11,Friday,2452.5,43645.17,245250000.0,436451700000.0
2022-11-05,2022-11,2022,11,Saturday,2528.34,44653.94,252834000.0,446539400000.0
2022-11-06,2022-11,2022,11,Sunday,2424.83,33841.13,242483000.0,338411300000.0
2022-11-07,2022-11,2022,11,Monday,2452.45,45347.9,245244999.99999997,453479000000.0
2022-11-08,2022-11,2022,11,Tuesday,2348.78,38528.36,234878000.00000003,385283600000.0
2022-11-09,2022-11,2022,11,Wednesday,2504.81,43709.26,250481000.0,437092600000.0
2022-11-10,2022-11,2022,11,Thursday,2544.65,44760.22,254465000.0,447602200000.0
2022-11-11,2022-11,2022,11,Friday,2443.48,41603.7,244348000.0,416037000000.0
2022-11-12,2022-11,2022,11,Saturday,2473.71,37328.49,247371000.0,373284900000.0
2022-11-13,2022-11,2022,11,Sunday,2460.71,29862.99,246071000.0,298629900000.0
2022-11-14,2022-11,2022,11,Monday,2461.78,41601.59,246178000.00000003,416015899999.99994
2022-11-15,2022-11,2022,11,Tuesday,2467.09,41038.85,246709000.0,410388500000.0
2022-11-16,2022-11,2022,11,Wednesday,2460.06,39877.66,246006000.0,398776600000.00006
2022-11-17,2022-11,2022,11,Thursday,2419.4,38887.99,241940000.0,388879900000.0
2022-11-18,2022-11,2022,11,Friday,2415.23,36774.04,241523000.0,367740400000.0
2022-11-19,2022-11,2022,11,Saturday,2435.64,36893.0,243564000.0,368930000000.0
2022-11-20,2022-11,2022,11,Sunday,2391.96,30141.8,239196000.0,301418000000.0
2022-11-21,2022-11,2022,11,Monday,2265.49,37029.58,226548999.99999997,370295800000.0
2022-11-22,2022-11,2022,11,Tuesday,2420.5,38450.98,242050000.0,384509800000.00006
2022-11-23,2022-11,2022,11,Wednesday,2411.47,37158.59,241146999.99999997,371585899999.99994
2022-11-24,2022-11,2022,11,Thursday,2390.62,37188.36,239062000.0,371883600000.0
2022-11-25,2022-11,2022,11,Friday,2413.07,37146.94,241307000.00000003,371469400000.0
2022-11-26,2022-11,2022,11,Saturday,2414.45,35261.16,241444999.99999997,352611600000.00006
2022-11-27,2022-11,2022,11,Sunday,2341.36,27955.44,234136000.0,279554400000.0
2022-11-28,2022-11,2022,11,Monday,2359.87,38785.39,235987000.0,387853900000.0
2022-11-29,2022-11,2022,11,Tuesday,2389.6,39732.24,238960000.0,397322400000.0
2022-11-30,2022-11,2022,11,Wednesday,2573.19,50047.55,257319000.0,500475500000.0
2022-12-01,2022-12,2022,12,Thursday,2692.15,53457.06,269215000.0,534570600000.0
2022-12-02,2022-12,2022,12,Friday,2660.28,48531.22,266028000.00000003,485312200000.0
2022-12-03,2022-12,2022,12,Saturday,2641.04,46558.2,264104000.0,465582000000.0
2022-12-04,2022-12,2022,12,Sunday,2524.83,37265.1,252483000.0,372651000000.0
2022-12-05,2022-12,2022,12,Monday,2630.16,50169.23,263016000.0,501692300000.00006
2022-12-06,2022-12,2022,12,Tuesday,2571.41,46197.13,257141000.0,461971300000.0
2022-12-07,2022-12,2022,12,Wednesday,2583.98,46284.96,258398000.0,462849600000.0
2022-12-08,2022-12,2022,12,Thursday,2514.95,43719.07,251494999.99999997,437190700000.0
2022-12-09,2022-12,2022,12,Friday,2488.63,42421.34,248863000.0,424213399999.99994
2022-12-10,2022-12,2022,12,Saturday,2537.77,41177.7,253777000.0,411777000000.0
2022-12-11,2022-12,2022,12,Sunday,2508.37,33518.33,250837000.0,335183300000.0
2022-12-12,2022-12,2022,12,Monday,2539.09,45151.66,253909000.0,451516600000.00006
2022-12-13,2022-12,2022,12,Tuesday,2557.97,43440.05,255796999.99999997,434400500000.0
2022-12-14,2022-12,2022,12,Wednesday,2598.34,42458.09,259834000.0,424580899999.99994
2022-12-15,2022-12,2022,12,Thursday,2561.41,42710.62,256141000.0,427106200000.0
2022-12-16,2022-12,2022,12,Friday,2517.51,39520.11,251751000.00000003,395201100000.0
2022-12-17,2022-12,2022,12,Saturday,2488.37,37570.68,248837000.0,375706800000.0
2022-12-18,2022-12,2022,12,Sunday,2412.75,29305.27,241275000.0,293052700000.0
